10-0;http://localhost:3000/explore?countryCodes=za&page=10;wineries-hamilton-russell-vineyards-wines-chardonnay-2015;Hamilton Russell Chardonnay 2015;Hemel-en-Aarde Valley;South Africa;http://images.vivino.com/thumbs/xeqFAhkFQIKh2tM59jGafQ_375x500.jpg
175-4;http://localhost:3000/explore?countryCodes=za&page=175;wineries-de-toren-wines-fusion-v-2001;De Toren Private Cellar Fusion V 2001;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00w7lruybyc1u_375x500.jpg
175-5;http://localhost:3000/explore?countryCodes=za&page=175;wineries-bouchard-finlayson-wines-bouchard-finlayson-hannibal-2008;Bouchard Finlayson Hannibal 2008;Walker Bay;South Africa;http://images.vivino.com/thumbs/00y1r3e8dzid7_375x500.jpg
175-6;http://localhost:3000/explore?countryCodes=za&page=175;wineries-za-rijks-wines-7668488-reserve-pinotage-2010;Rijk's Reserve Pinotage 2010;Tulbagh;South Africa;http://images.vivino.com/thumbs/DQegKS_bRwKJsSPPACfncw_375x500.jpg
175-7;http://localhost:3000/explore?countryCodes=za&page=175;wineries-kanonkop-estate-wines-abrie-beeslar-kanonkop-8888;Kanonkop Cape Winemakers Guild Paul Sauer;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01t0ph0amvs95_375x500.jpg
175-8;http://localhost:3000/explore?countryCodes=za&page=175;wineries-reyneke-wines-reserve-white-2013;Reyneke Reserve White 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01k6sidwh9dep_375x500.jpg
175-9;http://localhost:3000/explore?countryCodes=za&page=175;wineries-jc-le-roux-wines-methode-cap-classique-brut-2008;J.C. le Roux Methode Cap Classique Brut 2008;Western Cape;South Africa;http://images.vivino.com/thumbs/00f9lmz9ryrh7_375x500.jpg
175-10;http://localhost:3000/explore?countryCodes=za&page=175;wineries-kanonkop-estate-wines-pinotage-2002;Kanonkop Pinotage 2002;Stellenbosch;South Africa;http://images.vivino.com/thumbs/013knkjbj0ze3_375x500.jpg
175-11;http://localhost:3000/explore?countryCodes=za&page=175;wineries-mullineux-wines-iron-8888;Mullineux Iron Syrah;Swartland;South Africa;http://images.vivino.com/thumbs/oYuoms_uRdKRFv91uOkOig_375x500.jpg
175-12;http://localhost:3000/explore?countryCodes=za&page=175;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2005;Boekenhoutskloof Cabernet Sauvignon 2005;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/1319295136_3770_375x500.jpg
175-13;http://localhost:3000/explore?countryCodes=za&page=175;wineries-journeys-end-wines-destination-chardonnay-2011;Journey's End Destination Chardonnay 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/VEmBr5NMQ4O6FXiESBhjBw_375x500.jpg
175-14;http://localhost:3000/explore?countryCodes=za&page=175;wineries-saronsberg-wines-south-africa-shiraz-2007;Saronsberg Shiraz 2007;Tulbagh;South Africa;http://images.vivino.com/thumbs/02c8kkmbtz8ch_375x500.jpg
175-15;http://localhost:3000/explore?countryCodes=za&page=175;wineries-za-rijks-wines-reserve-pinotage-2011;Rijk's Reserve Pinotage 2011;Tulbagh;South Africa;http://images.vivino.com/thumbs/cI0OrsiwRP250sVxAE9zsA_375x500.jpg
175-16;http://localhost:3000/explore?countryCodes=za&page=175;wineries-almenkerk-wines-elgin-syrah-2011;Almenkerk Wine Estate Almenkerk Syrah 2011;Elgin;South Africa;http://images.vivino.com/wineries/37081/vintages/001qfnk87xsfv_375x500.jpg
175-17;http://localhost:3000/explore?countryCodes=za&page=175;wineries-tokara-wines-directors-reserve-2007;Tokara Director's Reserve White 2007;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00tk3rxwx3s0g_375x500.jpg
175-18;http://localhost:3000/explore?countryCodes=za&page=175;wineries-wildekrans-wines-barrel-select-reserve-cape-blend-2012;Wildekrans Barrel Select Reserve Cape Blend 2012;Western Cape;South Africa;http://images.vivino.com/thumbs/028j7e15gc1qg_375x500.jpg
175-19;http://localhost:3000/explore?countryCodes=za&page=175;wineries-fairview-wines-wines-primo-pinotage-2013;Fairview Primo Pinotage 2013;Paarl;South Africa;http://images.vivino.com/thumbs/00rrkxyxtjlrz_375x500.jpg
175-20;http://localhost:3000/explore?countryCodes=za&page=175;wineries-de-grendel-wines-rubaiyat-2013;De Grendel Rubaiyat 2013;Durbanville;South Africa;http://images.vivino.com/thumbs/0eyU5Zd9Q2a5JLpZY_rCyg_375x500.jpg
175-21;http://localhost:3000/explore?countryCodes=za&page=175;wineries-guardian-peak-wines-cabernet-sauvignon-2008;Guardian Peak Lapa Cabernet Sauvignon 2008;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00c9dthziubsv_375x500.jpg
175-22;http://localhost:3000/explore?countryCodes=za&page=175;wineries-vilafonte-winery-wines-vilafonte-series-c-2006;Vilafonte Series C 2006;Paarl;South Africa;http://images.vivino.com/thumbs/94icMpRVR32duuhNA5Y2rQ_375x500.jpg
175-23;http://localhost:3000/explore?countryCodes=za&page=175;wineries-glenwood-wines-syrah-grand-duc-8888;GlenWood  Grand Duc Syrah;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/0BEOAKS2QfKZ6pLb6msPWA_375x500.jpg
175-24;http://localhost:3000/explore?countryCodes=za&page=175;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2007;Boekenhoutskloof Cabernet Sauvignon 2007;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/01pyggmqgpdwh_375x500.jpg
183-0;http://localhost:3000/explore?countryCodes=za&page=183;wineries-delaire-graff-wines-graff-reserve-laurence-stellenbosch-8888;Delaire Graff Laurence Graff Reserve;Stellenbosch;South Africa;http://images.vivino.com/thumbs/JvMfPd0QRyiNWRC6Q9QGjQ_375x500.jpg
183-1;http://localhost:3000/explore?countryCodes=za&page=183;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2008;Boekenhoutskloof Cabernet Sauvignon 2008;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/02h0d4lcm3rq4_375x500.jpg
183-2;http://localhost:3000/explore?countryCodes=za&page=183;wineries-rupert-and-rothschild-vignerons-wines-rupert-and-rothschild-baroness-nadine-2008;Rupert & Rothschild Baroness Nadine 2008;Paarl;South Africa;http://images.vivino.com/thumbs/1363288581_9992_375x500.jpg
183-3;http://localhost:3000/explore?countryCodes=za&page=183;wineries-za-lismore-wines-greyton-chardonnay-2012;Lismore Chardonnay 2012;Overberg;South Africa;http://images.vivino.com/thumbs/mdW32J-NRfCb9vOJ6SOhfQ_375x500.jpg
183-4;http://localhost:3000/explore?countryCodes=za&page=183;wineries-de-toren-wines-fusion-v-2001;De Toren Private Cellar Fusion V 2001;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00w7lruybyc1u_375x500.jpg
183-5;http://localhost:3000/explore?countryCodes=za&page=183;wineries-bouchard-finlayson-wines-bouchard-finlayson-hannibal-2008;Bouchard Finlayson Hannibal 2008;Walker Bay;South Africa;http://images.vivino.com/thumbs/00y1r3e8dzid7_375x500.jpg
183-6;http://localhost:3000/explore?countryCodes=za&page=183;wineries-za-rijks-wines-7668488-reserve-pinotage-2010;Rijk's Reserve Pinotage 2010;Tulbagh;South Africa;http://images.vivino.com/thumbs/DQegKS_bRwKJsSPPACfncw_375x500.jpg
183-7;http://localhost:3000/explore?countryCodes=za&page=183;wineries-kanonkop-estate-wines-abrie-beeslar-kanonkop-8888;Kanonkop Cape Winemakers Guild Paul Sauer;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01t0ph0amvs95_375x500.jpg
183-8;http://localhost:3000/explore?countryCodes=za&page=183;wineries-reyneke-wines-reserve-white-2013;Reyneke Reserve White 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01k6sidwh9dep_375x500.jpg
183-9;http://localhost:3000/explore?countryCodes=za&page=183;wineries-jc-le-roux-wines-methode-cap-classique-brut-2008;J.C. le Roux Methode Cap Classique Brut 2008;Western Cape;South Africa;http://images.vivino.com/thumbs/00f9lmz9ryrh7_375x500.jpg
183-10;http://localhost:3000/explore?countryCodes=za&page=183;wineries-kanonkop-estate-wines-pinotage-2002;Kanonkop Pinotage 2002;Stellenbosch;South Africa;http://images.vivino.com/thumbs/013knkjbj0ze3_375x500.jpg
183-11;http://localhost:3000/explore?countryCodes=za&page=183;wineries-mullineux-wines-iron-8888;Mullineux Iron Syrah;Swartland;South Africa;http://images.vivino.com/thumbs/oYuoms_uRdKRFv91uOkOig_375x500.jpg
183-12;http://localhost:3000/explore?countryCodes=za&page=183;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2005;Boekenhoutskloof Cabernet Sauvignon 2005;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/1319295136_3770_375x500.jpg
183-13;http://localhost:3000/explore?countryCodes=za&page=183;wineries-journeys-end-wines-destination-chardonnay-2011;Journey's End Destination Chardonnay 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/VEmBr5NMQ4O6FXiESBhjBw_375x500.jpg
183-14;http://localhost:3000/explore?countryCodes=za&page=183;wineries-saronsberg-wines-south-africa-shiraz-2007;Saronsberg Shiraz 2007;Tulbagh;South Africa;http://images.vivino.com/thumbs/02c8kkmbtz8ch_375x500.jpg
183-15;http://localhost:3000/explore?countryCodes=za&page=183;wineries-za-rijks-wines-reserve-pinotage-2011;Rijk's Reserve Pinotage 2011;Tulbagh;South Africa;http://images.vivino.com/thumbs/cI0OrsiwRP250sVxAE9zsA_375x500.jpg
183-16;http://localhost:3000/explore?countryCodes=za&page=183;wineries-almenkerk-wines-elgin-syrah-2011;Almenkerk Wine Estate Almenkerk Syrah 2011;Elgin;South Africa;http://images.vivino.com/wineries/37081/vintages/001qfnk87xsfv_375x500.jpg
183-17;http://localhost:3000/explore?countryCodes=za&page=183;wineries-tokara-wines-directors-reserve-2007;Tokara Director's Reserve White 2007;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00tk3rxwx3s0g_375x500.jpg
183-18;http://localhost:3000/explore?countryCodes=za&page=183;wineries-wildekrans-wines-barrel-select-reserve-cape-blend-2012;Wildekrans Barrel Select Reserve Cape Blend 2012;Western Cape;South Africa;http://images.vivino.com/thumbs/028j7e15gc1qg_375x500.jpg
183-19;http://localhost:3000/explore?countryCodes=za&page=183;wineries-fairview-wines-wines-primo-pinotage-2013;Fairview Primo Pinotage 2013;Paarl;South Africa;http://images.vivino.com/thumbs/00rrkxyxtjlrz_375x500.jpg
183-20;http://localhost:3000/explore?countryCodes=za&page=183;wineries-de-grendel-wines-rubaiyat-2013;De Grendel Rubaiyat 2013;Durbanville;South Africa;http://images.vivino.com/thumbs/0eyU5Zd9Q2a5JLpZY_rCyg_375x500.jpg
183-21;http://localhost:3000/explore?countryCodes=za&page=183;wineries-guardian-peak-wines-cabernet-sauvignon-2008;Guardian Peak Lapa Cabernet Sauvignon 2008;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00c9dthziubsv_375x500.jpg
183-22;http://localhost:3000/explore?countryCodes=za&page=183;wineries-vilafonte-winery-wines-vilafonte-series-c-2006;Vilafonte Series C 2006;Paarl;South Africa;http://images.vivino.com/thumbs/94icMpRVR32duuhNA5Y2rQ_375x500.jpg
183-23;http://localhost:3000/explore?countryCodes=za&page=183;wineries-glenwood-wines-syrah-grand-duc-8888;GlenWood  Grand Duc Syrah;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/0BEOAKS2QfKZ6pLb6msPWA_375x500.jpg
183-24;http://localhost:3000/explore?countryCodes=za&page=183;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2007;Boekenhoutskloof Cabernet Sauvignon 2007;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/01pyggmqgpdwh_375x500.jpg
169-0;http://localhost:3000/explore?countryCodes=za&page=169;wineries-delaire-graff-wines-graff-reserve-laurence-stellenbosch-8888;Delaire Graff Laurence Graff Reserve;Stellenbosch;South Africa;http://images.vivino.com/thumbs/JvMfPd0QRyiNWRC6Q9QGjQ_375x500.jpg
169-1;http://localhost:3000/explore?countryCodes=za&page=169;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2008;Boekenhoutskloof Cabernet Sauvignon 2008;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/02h0d4lcm3rq4_375x500.jpg
169-2;http://localhost:3000/explore?countryCodes=za&page=169;wineries-rupert-and-rothschild-vignerons-wines-rupert-and-rothschild-baroness-nadine-2008;Rupert & Rothschild Baroness Nadine 2008;Paarl;South Africa;http://images.vivino.com/thumbs/1363288581_9992_375x500.jpg
169-3;http://localhost:3000/explore?countryCodes=za&page=169;wineries-za-lismore-wines-greyton-chardonnay-2012;Lismore Chardonnay 2012;Overberg;South Africa;http://images.vivino.com/thumbs/mdW32J-NRfCb9vOJ6SOhfQ_375x500.jpg
169-4;http://localhost:3000/explore?countryCodes=za&page=169;wineries-de-toren-wines-fusion-v-2001;De Toren Private Cellar Fusion V 2001;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00w7lruybyc1u_375x500.jpg
169-5;http://localhost:3000/explore?countryCodes=za&page=169;wineries-bouchard-finlayson-wines-bouchard-finlayson-hannibal-2008;Bouchard Finlayson Hannibal 2008;Walker Bay;South Africa;http://images.vivino.com/thumbs/00y1r3e8dzid7_375x500.jpg
169-6;http://localhost:3000/explore?countryCodes=za&page=169;wineries-za-rijks-wines-7668488-reserve-pinotage-2010;Rijk's Reserve Pinotage 2010;Tulbagh;South Africa;http://images.vivino.com/thumbs/DQegKS_bRwKJsSPPACfncw_375x500.jpg
169-7;http://localhost:3000/explore?countryCodes=za&page=169;wineries-kanonkop-estate-wines-abrie-beeslar-kanonkop-8888;Kanonkop Cape Winemakers Guild Paul Sauer;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01t0ph0amvs95_375x500.jpg
169-8;http://localhost:3000/explore?countryCodes=za&page=169;wineries-reyneke-wines-reserve-white-2013;Reyneke Reserve White 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01k6sidwh9dep_375x500.jpg
169-9;http://localhost:3000/explore?countryCodes=za&page=169;wineries-jc-le-roux-wines-methode-cap-classique-brut-2008;J.C. le Roux Methode Cap Classique Brut 2008;Western Cape;South Africa;http://images.vivino.com/thumbs/00f9lmz9ryrh7_375x500.jpg
169-10;http://localhost:3000/explore?countryCodes=za&page=169;wineries-kanonkop-estate-wines-pinotage-2002;Kanonkop Pinotage 2002;Stellenbosch;South Africa;http://images.vivino.com/thumbs/013knkjbj0ze3_375x500.jpg
169-11;http://localhost:3000/explore?countryCodes=za&page=169;wineries-mullineux-wines-iron-8888;Mullineux Iron Syrah;Swartland;South Africa;http://images.vivino.com/thumbs/oYuoms_uRdKRFv91uOkOig_375x500.jpg
169-12;http://localhost:3000/explore?countryCodes=za&page=169;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2005;Boekenhoutskloof Cabernet Sauvignon 2005;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/1319295136_3770_375x500.jpg
169-13;http://localhost:3000/explore?countryCodes=za&page=169;wineries-journeys-end-wines-destination-chardonnay-2011;Journey's End Destination Chardonnay 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/VEmBr5NMQ4O6FXiESBhjBw_375x500.jpg
169-14;http://localhost:3000/explore?countryCodes=za&page=169;wineries-saronsberg-wines-south-africa-shiraz-2007;Saronsberg Shiraz 2007;Tulbagh;South Africa;http://images.vivino.com/thumbs/02c8kkmbtz8ch_375x500.jpg
169-15;http://localhost:3000/explore?countryCodes=za&page=169;wineries-za-rijks-wines-reserve-pinotage-2011;Rijk's Reserve Pinotage 2011;Tulbagh;South Africa;http://images.vivino.com/thumbs/cI0OrsiwRP250sVxAE9zsA_375x500.jpg
169-16;http://localhost:3000/explore?countryCodes=za&page=169;wineries-almenkerk-wines-elgin-syrah-2011;Almenkerk Wine Estate Almenkerk Syrah 2011;Elgin;South Africa;http://images.vivino.com/wineries/37081/vintages/001qfnk87xsfv_375x500.jpg
169-17;http://localhost:3000/explore?countryCodes=za&page=169;wineries-tokara-wines-directors-reserve-2007;Tokara Director's Reserve White 2007;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00tk3rxwx3s0g_375x500.jpg
169-18;http://localhost:3000/explore?countryCodes=za&page=169;wineries-wildekrans-wines-barrel-select-reserve-cape-blend-2012;Wildekrans Barrel Select Reserve Cape Blend 2012;Western Cape;South Africa;http://images.vivino.com/thumbs/028j7e15gc1qg_375x500.jpg
169-19;http://localhost:3000/explore?countryCodes=za&page=169;wineries-fairview-wines-wines-primo-pinotage-2013;Fairview Primo Pinotage 2013;Paarl;South Africa;http://images.vivino.com/thumbs/00rrkxyxtjlrz_375x500.jpg
169-20;http://localhost:3000/explore?countryCodes=za&page=169;wineries-de-grendel-wines-rubaiyat-2013;De Grendel Rubaiyat 2013;Durbanville;South Africa;http://images.vivino.com/thumbs/0eyU5Zd9Q2a5JLpZY_rCyg_375x500.jpg
169-21;http://localhost:3000/explore?countryCodes=za&page=169;wineries-guardian-peak-wines-cabernet-sauvignon-2008;Guardian Peak Lapa Cabernet Sauvignon 2008;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00c9dthziubsv_375x500.jpg
169-22;http://localhost:3000/explore?countryCodes=za&page=169;wineries-vilafonte-winery-wines-vilafonte-series-c-2006;Vilafonte Series C 2006;Paarl;South Africa;http://images.vivino.com/thumbs/94icMpRVR32duuhNA5Y2rQ_375x500.jpg
169-23;http://localhost:3000/explore?countryCodes=za&page=169;wineries-glenwood-wines-syrah-grand-duc-8888;GlenWood  Grand Duc Syrah;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/0BEOAKS2QfKZ6pLb6msPWA_375x500.jpg
169-24;http://localhost:3000/explore?countryCodes=za&page=169;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2007;Boekenhoutskloof Cabernet Sauvignon 2007;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/01pyggmqgpdwh_375x500.jpg
191-0;http://localhost:3000/explore?countryCodes=za&page=191;wineries-delaire-graff-wines-graff-reserve-laurence-stellenbosch-8888;Delaire Graff Laurence Graff Reserve;Stellenbosch;South Africa;http://images.vivino.com/thumbs/JvMfPd0QRyiNWRC6Q9QGjQ_375x500.jpg
191-1;http://localhost:3000/explore?countryCodes=za&page=191;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2008;Boekenhoutskloof Cabernet Sauvignon 2008;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/02h0d4lcm3rq4_375x500.jpg
191-2;http://localhost:3000/explore?countryCodes=za&page=191;wineries-rupert-and-rothschild-vignerons-wines-rupert-and-rothschild-baroness-nadine-2008;Rupert & Rothschild Baroness Nadine 2008;Paarl;South Africa;http://images.vivino.com/thumbs/1363288581_9992_375x500.jpg
191-3;http://localhost:3000/explore?countryCodes=za&page=191;wineries-za-lismore-wines-greyton-chardonnay-2012;Lismore Chardonnay 2012;Overberg;South Africa;http://images.vivino.com/thumbs/mdW32J-NRfCb9vOJ6SOhfQ_375x500.jpg
191-4;http://localhost:3000/explore?countryCodes=za&page=191;wineries-de-toren-wines-fusion-v-2001;De Toren Private Cellar Fusion V 2001;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00w7lruybyc1u_375x500.jpg
191-5;http://localhost:3000/explore?countryCodes=za&page=191;wineries-bouchard-finlayson-wines-bouchard-finlayson-hannibal-2008;Bouchard Finlayson Hannibal 2008;Walker Bay;South Africa;http://images.vivino.com/thumbs/00y1r3e8dzid7_375x500.jpg
191-6;http://localhost:3000/explore?countryCodes=za&page=191;wineries-za-rijks-wines-7668488-reserve-pinotage-2010;Rijk's Reserve Pinotage 2010;Tulbagh;South Africa;http://images.vivino.com/thumbs/DQegKS_bRwKJsSPPACfncw_375x500.jpg
191-7;http://localhost:3000/explore?countryCodes=za&page=191;wineries-kanonkop-estate-wines-abrie-beeslar-kanonkop-8888;Kanonkop Cape Winemakers Guild Paul Sauer;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01t0ph0amvs95_375x500.jpg
191-8;http://localhost:3000/explore?countryCodes=za&page=191;wineries-reyneke-wines-reserve-white-2013;Reyneke Reserve White 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01k6sidwh9dep_375x500.jpg
191-9;http://localhost:3000/explore?countryCodes=za&page=191;wineries-jc-le-roux-wines-methode-cap-classique-brut-2008;J.C. le Roux Methode Cap Classique Brut 2008;Western Cape;South Africa;http://images.vivino.com/thumbs/00f9lmz9ryrh7_375x500.jpg
191-10;http://localhost:3000/explore?countryCodes=za&page=191;wineries-kanonkop-estate-wines-pinotage-2002;Kanonkop Pinotage 2002;Stellenbosch;South Africa;http://images.vivino.com/thumbs/013knkjbj0ze3_375x500.jpg
191-11;http://localhost:3000/explore?countryCodes=za&page=191;wineries-mullineux-wines-iron-8888;Mullineux Iron Syrah;Swartland;South Africa;http://images.vivino.com/thumbs/oYuoms_uRdKRFv91uOkOig_375x500.jpg
191-12;http://localhost:3000/explore?countryCodes=za&page=191;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2005;Boekenhoutskloof Cabernet Sauvignon 2005;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/1319295136_3770_375x500.jpg
191-13;http://localhost:3000/explore?countryCodes=za&page=191;wineries-journeys-end-wines-destination-chardonnay-2011;Journey's End Destination Chardonnay 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/VEmBr5NMQ4O6FXiESBhjBw_375x500.jpg
191-14;http://localhost:3000/explore?countryCodes=za&page=191;wineries-saronsberg-wines-south-africa-shiraz-2007;Saronsberg Shiraz 2007;Tulbagh;South Africa;http://images.vivino.com/thumbs/02c8kkmbtz8ch_375x500.jpg
191-15;http://localhost:3000/explore?countryCodes=za&page=191;wineries-za-rijks-wines-reserve-pinotage-2011;Rijk's Reserve Pinotage 2011;Tulbagh;South Africa;http://images.vivino.com/thumbs/cI0OrsiwRP250sVxAE9zsA_375x500.jpg
191-16;http://localhost:3000/explore?countryCodes=za&page=191;wineries-almenkerk-wines-elgin-syrah-2011;Almenkerk Wine Estate Almenkerk Syrah 2011;Elgin;South Africa;http://images.vivino.com/wineries/37081/vintages/001qfnk87xsfv_375x500.jpg
191-17;http://localhost:3000/explore?countryCodes=za&page=191;wineries-tokara-wines-directors-reserve-2007;Tokara Director's Reserve White 2007;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00tk3rxwx3s0g_375x500.jpg
191-18;http://localhost:3000/explore?countryCodes=za&page=191;wineries-wildekrans-wines-barrel-select-reserve-cape-blend-2012;Wildekrans Barrel Select Reserve Cape Blend 2012;Western Cape;South Africa;http://images.vivino.com/thumbs/028j7e15gc1qg_375x500.jpg
191-19;http://localhost:3000/explore?countryCodes=za&page=191;wineries-fairview-wines-wines-primo-pinotage-2013;Fairview Primo Pinotage 2013;Paarl;South Africa;http://images.vivino.com/thumbs/00rrkxyxtjlrz_375x500.jpg
191-20;http://localhost:3000/explore?countryCodes=za&page=191;wineries-de-grendel-wines-rubaiyat-2013;De Grendel Rubaiyat 2013;Durbanville;South Africa;http://images.vivino.com/thumbs/0eyU5Zd9Q2a5JLpZY_rCyg_375x500.jpg
191-21;http://localhost:3000/explore?countryCodes=za&page=191;wineries-guardian-peak-wines-cabernet-sauvignon-2008;Guardian Peak Lapa Cabernet Sauvignon 2008;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00c9dthziubsv_375x500.jpg
191-22;http://localhost:3000/explore?countryCodes=za&page=191;wineries-vilafonte-winery-wines-vilafonte-series-c-2006;Vilafonte Series C 2006;Paarl;South Africa;http://images.vivino.com/thumbs/94icMpRVR32duuhNA5Y2rQ_375x500.jpg
191-23;http://localhost:3000/explore?countryCodes=za&page=191;wineries-glenwood-wines-syrah-grand-duc-8888;GlenWood  Grand Duc Syrah;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/0BEOAKS2QfKZ6pLb6msPWA_375x500.jpg
191-24;http://localhost:3000/explore?countryCodes=za&page=191;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2007;Boekenhoutskloof Cabernet Sauvignon 2007;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/01pyggmqgpdwh_375x500.jpg
189-0;http://localhost:3000/explore?countryCodes=za&page=189;wineries-delaire-graff-wines-graff-reserve-laurence-stellenbosch-8888;Delaire Graff Laurence Graff Reserve;Stellenbosch;South Africa;http://images.vivino.com/thumbs/JvMfPd0QRyiNWRC6Q9QGjQ_375x500.jpg
189-1;http://localhost:3000/explore?countryCodes=za&page=189;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2008;Boekenhoutskloof Cabernet Sauvignon 2008;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/02h0d4lcm3rq4_375x500.jpg
189-2;http://localhost:3000/explore?countryCodes=za&page=189;wineries-rupert-and-rothschild-vignerons-wines-rupert-and-rothschild-baroness-nadine-2008;Rupert & Rothschild Baroness Nadine 2008;Paarl;South Africa;http://images.vivino.com/thumbs/1363288581_9992_375x500.jpg
189-3;http://localhost:3000/explore?countryCodes=za&page=189;wineries-za-lismore-wines-greyton-chardonnay-2012;Lismore Chardonnay 2012;Overberg;South Africa;http://images.vivino.com/thumbs/mdW32J-NRfCb9vOJ6SOhfQ_375x500.jpg
189-4;http://localhost:3000/explore?countryCodes=za&page=189;wineries-de-toren-wines-fusion-v-2001;De Toren Private Cellar Fusion V 2001;Stellenbosch;South Africa;http://images.vivino.com/thumbs/00w7lruybyc1u_375x500.jpg
189-5;http://localhost:3000/explore?countryCodes=za&page=189;wineries-bouchard-finlayson-wines-bouchard-finlayson-hannibal-2008;Bouchard Finlayson Hannibal 2008;Walker Bay;South Africa;http://images.vivino.com/thumbs/00y1r3e8dzid7_375x500.jpg
189-6;http://localhost:3000/explore?countryCodes=za&page=189;wineries-za-rijks-wines-7668488-reserve-pinotage-2010;Rijk's Reserve Pinotage 2010;Tulbagh;South Africa;http://images.vivino.com/thumbs/DQegKS_bRwKJsSPPACfncw_375x500.jpg
189-7;http://localhost:3000/explore?countryCodes=za&page=189;wineries-kanonkop-estate-wines-abrie-beeslar-kanonkop-8888;Kanonkop Cape Winemakers Guild Paul Sauer;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01t0ph0amvs95_375x500.jpg
189-8;http://localhost:3000/explore?countryCodes=za&page=189;wineries-reyneke-wines-reserve-white-2013;Reyneke Reserve White 2013;Stellenbosch;South Africa;http://images.vivino.com/thumbs/01k6sidwh9dep_375x500.jpg
189-9;http://localhost:3000/explore?countryCodes=za&page=189;wineries-jc-le-roux-wines-methode-cap-classique-brut-2008;J.C. le Roux Methode Cap Classique Brut 2008;Western Cape;South Africa;http://images.vivino.com/thumbs/00f9lmz9ryrh7_375x500.jpg
189-10;http://localhost:3000/explore?countryCodes=za&page=189;wineries-kanonkop-estate-wines-pinotage-2002;Kanonkop Pinotage 2002;Stellenbosch;South Africa;http://images.vivino.com/thumbs/013knkjbj0ze3_375x500.jpg
189-11;http://localhost:3000/explore?countryCodes=za&page=189;wineries-mullineux-wines-iron-8888;Mullineux Iron Syrah;Swartland;South Africa;http://images.vivino.com/thumbs/oYuoms_uRdKRFv91uOkOig_375x500.jpg
189-12;http://localhost:3000/explore?countryCodes=za&page=189;wineries-boekenhoutskloof-wines-cabernet-sauvignon-2005;Boekenhoutskloof Cabernet Sauvignon 2005;Franschhoek Valley;South Africa;http://images.vivino.com/thumbs/1319295136_3770_375x500.jpg
189-13;http://localhost:3000/explore?countryCodes=za&page=189;wineries-journeys-end-wines-destination-chardonnay-2011;Journey's End Destination Chardonnay 2011;Stellenbosch;South Africa;http://images.vivino.com/thumbs/VEmBr5NMQ4O6FXiESBhjBw_375x500.jpg
